Query sequence,Sample name,Otu.95,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references
B12_Otu1174,B12,Otu1174,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,-,Helotiales",Rhytismataceae,"Rhytismataceae,-,Cudoniaceae,unclassified",Collophora,"Collophora,Coccomyces,Cyclaneusma,Tryblidiopsis,Lophodermium,Cudonia,Meloderma,Spathularia","Cyclaneusma_minus,Tryblidiopsis_pinastri,Coccomyces_strobi,Collophora_rubra,Lophodermium_pinastri,Cudonia_circinans,Meloderma_desmazieresii,Spathularia_velutipes,Coccomyces_dentatus,Collophora_africana,Collophora_capensis","0.321526, 0.123740, 0.099261, 0.098244, 0.058849, 0.048119, 0.038773, 0.035573, 0.033655, 0.032071, 0.027955",OTU259,
B12_Otu127,B12,Otu127,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,"Pezizaceae,Pyronemataceae",Peziza,"Peziza,Marcelleina","Peziza_gerardii,Marcelleina_persoonii","0.131678, 0.123514, 0.084513, 0.082657, 0.082255, 0.073341, 0.045706, 0.045687, 0.043921, 0.038430, 0.035121",OTU334,
B12_Otu131,B12,Otu131,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium,Penicillium,Penicillium_freii,"0.350419, 0.143022, 0.063626, 0.062238, 0.046327, 0.046240, 0.046239, 0.046152, 0.046144, 0.046133, 0.046114",OTU527,
B12_Otu135,B12,Otu135,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Leotiaceae,Leotiaceae,Leotia,Leotia,"Leotia_lubrica,Leotia_viscosa","0.740034, 0.028013, 0.027904, 0.011525, 0.008729, 0.005897, 0.005264, 0.003908, 0.003899, 0.003446, 0.003358",OTU989,
B12_Otu147,B12,Otu147,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.142235, 0.135042, 0.116836, 0.088174, 0.086132, 0.044400, 0.039624, 0.035306, 0.033819, 0.028080, 0.021002",OTU66,
B12_Otu154,B12,Otu154,Ascomycota,Ascomycota,Taphrinomycetes,"Taphrinomycetes,Saccharomycetes,Pneumocystidomycetes,Schizosaccharomycetes,unclassified",Taphrinales,"Taphrinales,Saccharomycetales,Pneumocystidales,Schizosaccharomycetales,unclassified",Taphrinaceae,"Taphrinaceae,Saccharomycetaceae,Trichomonascaceae,Pneumocystidaceae,Schizosaccharomycetaceae,unclassified,Protomycetaceae,Dipodascaceae",Taphrina,"Taphrina,Zygoascus,Pneumocystis,Schizosaccharomyces,Saitoella,Protomyces,Yarrowia,Candida,Saccharomyces","Taphrina_deformans,Zygoascus_hellenicus,Pneumocystis_carinii,Schizosaccharomyces_pombe,Saitoella_complicata,Protomyces_inouyei,Taphrina_wiesneri,Yarrowia_lipolytica,Taphrina_communis,Candida_glabrata,Saccharomyces_cerevisiae","0.138850, 0.122505, 0.110524, 0.102640, 0.081747, 0.079522, 0.070087, 0.028981, 0.028532, 0.028511, 0.024470",OTU80,
B12_Otu162,B12,Otu162,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.911816, 0.011229, 0.008993, 0.008619, 0.007494, 0.006755",OTU133,
B12_Otu167,B12,Otu167,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Glomerellales,Glomerellales,Glomerellaceae,Glomerellaceae,Colletotrichum,Colletotrichum,Colletotrichum_musae,"0.783341, 0.216659",OTU795,
B12_Otu183,B12,Otu183,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae,Myrtapenidiella,Myrtapenidiella,"Myrtapenidiella_tenuiramis,Myrtapenidiella_corymbia,Myrtapenidiella_eucalypti","0.822202, 0.040070, 0.037030, 0.036844, 0.013476, 0.009239",OTU566,
B12_Otu184,B12,Otu184,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta,Coniochaeta,"Coniochaeta_velutina,Coniochaeta_africana,Coniochaeta_mutabilis,Coniochaeta_prunicola,Coniochaeta_hoffmannii,Coniochaeta_ligniaria,Coniochaeta_ostrea,Coniochaeta_lignicola","0.355810, 0.238457, 0.214856, 0.078950, 0.071303",OTU439,
B12_Otu185,B12,Otu185,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Lophiostomataceae,"Lophiostomataceae,unclassified,Trematosphaeriaceae",Massariosphaeria,"Massariosphaeria,Sigarispora,Lophiohelichrysum,Lophiostoma,Trematosphaeria","Massariosphaeria_grandispora,Sigarispora_arundinis,Lophiohelichrysum_helichrysi,Lophiostoma_crenatum,Trematosphaeria_heterospora",0.999912,OTU741,
B12_Otu2,B12,Otu2,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Exophiala,Exophiala,Exophiala_nigra,0.999998,OTU851,
B12_Otu220,B12,Otu220,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Phacidiales,"Phacidiales,Rhytismatales,Helotiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Bulgariaceae",Phacidium,"Phacidium,Potebniamyces,Bulgaria,Darkera","Potebniamyces_pyri,Bulgaria_inquinans,Darkera_picea,Phacidium_pseudophacidioides,Phacidium_lauri,Phacidium_lacerum","0.159622, 0.141929, 0.141659, 0.122925, 0.036932, 0.033127, 0.032846, 0.032718, 0.027084, 0.026950, 0.025218",OTU713,
B12_Otu227,B12,Otu227,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Jahnulales,Jahnulales,Aliquandostipitaceae,"Aliquandostipitaceae,Manglicolaceae",Jahnula,"Jahnula,Manglicola,Aliquandostipite","Jahnula_aquatica,Manglicola_guatemalensis,Jahnula_bipileata,Jahnula_appendiculata,Aliquandostipite_khaoyaiensis,Jahnula_granulosa,Jahnula_bipolaris,Jahnula_sangamonensis","0.457779, 0.070273, 0.059696, 0.056562, 0.054181, 0.014174, 0.014156, 0.014117, 0.012873, 0.012580, 0.012575",OTU810,
B12_Otu24,B12,Otu24,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.357298, 0.256954, 0.058777, 0.045203, 0.043420, 0.032832, 0.029669, 0.026924, 0.025538, 0.024395, 0.022751",OTU1023,
B12_Otu240,B12,Otu240,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Rhizocarpaceae,Rhizocarpaceae,Rhizocarpon,Rhizocarpon,Rhizocarpon_disporum,"0.069256, 0.034033, 0.033481, 0.033481, 0.033481, 0.026608, 0.025515, 0.025468, 0.025468, 0.025468, 0.025468",OTU379,
B12_Otu241,B12,Otu241,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.438564, 0.111105, 0.111051, 0.110537, 0.068715, 0.046777, 0.025881, 0.024702, 0.015659",OTU378,
B12_Otu244,B12,Otu244,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.090645, 0.067961, 0.067802, 0.067693, 0.067291, 0.037426, 0.037198, 0.018207, 0.016294, 0.016236, 0.016187",OTU72,
B12_Otu248,B12,Otu248,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.444261, 0.037977, 0.037254, 0.037240, 0.024929, 0.024839, 0.024449, 0.022076, 0.021569, 0.019827, 0.018015",OTU1117,
B12_Otu25,B12,Otu25,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,unclassified,unclassified,Cryomyces,Cryomyces,"Cryomyces_sp_montanus,Cryomyces_antarcticus","0.133142, 0.079693, 0.077848, 0.074544, 0.074544, 0.074544, 0.074544, 0.074544, 0.074526, 0.074525, 0.074086",OTU1024,
B12_Otu265,B12,Otu265,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Helotiaceae,Helotiaceae,Cudoniella,Cudoniella,Cudoniella_clavus,"0.479245, 0.214231, 0.131435, 0.063874, 0.032228, 0.031111",OTU890,
B12_Otu289,B12,Otu289,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.305290, 0.304094, 0.304038, 0.008459, 0.006896, 0.006137, 0.005868, 0.004045, 0.004018, 0.002326",OTU44,
B12_Otu291,B12,Otu291,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Trypetheliales,"Trypetheliales,Venturiales,Phaeotrichales,unclassified",Trypetheliaceae,"Trypetheliaceae,Sympoventuriaceae,Phaeotrichaceae,Venturiaceae,unclassified",Trypethelium,"Trypethelium,Phaeotrichum,Trichodelitschia,Caproventuria,Laurera,Tyrannosorus,Sympoventuria,Astrothelium,Ochroconis,Verruconis","Phaeotrichum_benjaminii,Trichodelitschia_munkii,Trypethelium_virens,Caproventuria_hanliniana,Laurera_megasperma,Tyrannosorus_pinicola,Trypethelium_nitidiusculum,Sympoventuria_capensis,Astrothelium_cinnamomeum,Ochroconis_phaeophora,Verruconis_gallopava","0.055363, 0.052156, 0.039606, 0.039015, 0.038947, 0.037501, 0.037461, 0.037461, 0.037461, 0.037461, 0.037461",OTU1035,
B12_Otu300,B12,Otu300,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,unclassified,unclassified,Cryomyces,Cryomyces,"Cryomyces_sp_montanus,Cryomyces_antarcticus","0.099523, 0.082077, 0.070933, 0.069422, 0.048483, 0.048442, 0.048442, 0.048442, 0.048442, 0.048442, 0.048431",OTU371,
B12_Otu301,B12,Otu301,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.696045, 0.107412, 0.034792, 0.028303, 0.027953, 0.026868, 0.010322, 0.009986, 0.009609",OTU876,
B12_Otu306,B12,Otu306,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Moelleriella,Moelleriella,Moelleriella_libera,"0.590227, 0.136512, 0.075378, 0.072331, 0.034151, 0.016257, 0.006711, 0.006489, 0.005796, 0.003286, 0.002854",OTU697,
B12_Otu31,B12,Otu31,Ascomycota,Ascomycota,Taphrinomycetes,"Taphrinomycetes,Saccharomycetes,Pneumocystidomycetes,Schizosaccharomycetes,unclassified",Taphrinales,"Taphrinales,Saccharomycetales,Pneumocystidales,Schizosaccharomycetales,unclassified",Taphrinaceae,"Taphrinaceae,Saccharomycetaceae,Trichomonascaceae,Pneumocystidaceae,Schizosaccharomycetaceae,unclassified,Protomycetaceae,Dipodascaceae",Taphrina,"Taphrina,Zygoascus,Pneumocystis,Schizosaccharomyces,Saitoella,Protomyces,Yarrowia,Candida,Saccharomyces","Taphrina_deformans,Zygoascus_hellenicus,Pneumocystis_carinii,Schizosaccharomyces_pombe,Saitoella_complicata,Protomyces_inouyei,Taphrina_wiesneri,Yarrowia_lipolytica,Taphrina_communis,Candida_glabrata,Saccharomyces_cerevisiae","0.208845, 0.123456, 0.118741, 0.110305, 0.091174, 0.078681, 0.062309, 0.023364, 0.020948, 0.013589, 0.013311",OTU793,
B12_Otu314,B12,Otu314,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura",0.978766,OTU775,
B12_Otu319,B12,Otu319,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Sordariaceae,Sordariaceae,Gelasinospora,Gelasinospora,Gelasinospora_tetrasperma,"0.166546, 0.166260, 0.164440, 0.158138, 0.158132, 0.090378, 0.089822",OTU889,
B12_Otu327,B12,Otu327,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.055779, 0.055676, 0.055676, 0.055676, 0.055635, 0.048716, 0.048716, 0.046913, 0.033598, 0.033443, 0.032699",OTU321,
B12_Otu332,B12,Otu332,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,unclassified,Kirschsteiniotheliaceae,Kirschsteiniotheliaceae,Kirschsteiniothelia,Kirschsteiniothelia,"Kirschsteiniothelia_aethiops,Kirschsteiniothelia_aethiops_1","0.543090, 0.149589, 0.130424, 0.126762, 0.009359",OTU1128,
B12_Otu344,B12,Otu344,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Venturiales,Venturiales,Sympoventuriaceae,Sympoventuriaceae,Ochroconis,"Ochroconis,Sympoventuria,Verruconis","Ochroconis_bacilliformis,Ochroconis_verrucosa,Sympoventuria_capensis,Ochroconis_tshawytschae,Ochroconis_humicola,Ochroconis_dracaenae,Ochroconis_globalis,Ochroconis_cordanae,Ochroconis_robusta,Ochroconis_phaeophora,Verruconis_gallopava","0.946422, 0.006830",OTU1099,
B12_Otu361,B12,Otu361,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Sclerotiniaceae,Sclerotiniaceae,Botrytis,Botrytis,Botrytis_cinerea,"0.852060, 0.039076, 0.038902, 0.034287",OTU669,
B12_Otu377,B12,Otu377,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.238814, 0.221457, 0.220493, 0.018064, 0.013705, 0.013635, 0.012571, 0.011933, 0.011815, 0.011814, 0.011814",OTU977,
B12_Otu416,B12,Otu416,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Rhytismataceae,Rhytismataceae,Meloderma,"Meloderma,Lophodermium","Meloderma_desmazieresii,Lophodermium_pinastri","0.512368, 0.193519, 0.187373, 0.048981, 0.043890",OTU569,
B12_Otu422,B12,Otu422,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Pyrenulales,Pyrenulales,Pyrenulaceae,"Pyrenulaceae,Requienellaceae",Pyrenula,"Pyrenula,Pyrgillus,Anthracothecium,Granulopyrenis","Pyrgillus_javanicus,Pyrenula_cruenta,Anthracothecium_nanum,Granulopyrenis_seawardii,Pyrenula_punctella,Pyrenula_aspistea,Pyrenula_reebiae","0.132819, 0.113832, 0.067889, 0.067389, 0.063231, 0.063098, 0.060589, 0.051512, 0.050660, 0.030492, 0.030347",OTU1080,
B12_Otu425,B12,Otu425,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Patellariales,"Patellariales,Hysteriales",unclassified,"unclassified,Hysteriaceae",Hysteropatella,"Hysteropatella,Hysterium","Hysteropatella_clavispora,Hysterium_pulicare,Hysteropatella_elliptica","0.109527, 0.079874, 0.057701, 0.057381, 0.040289, 0.037386, 0.036588, 0.036479, 0.036452, 0.036452, 0.036452",OTU281,
B12_Otu444,B12,Otu444,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Aureobasidiaceae,Aureobasidiaceae,Aureobasidium,Aureobasidium,Aureobasidium_melanogenum,0.992654,OTU42,
B12_Otu449,B12,Otu449,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.736579, 0.174339, 0.022227, 0.020604",OTU671,
B12_Otu465,B12,Otu465,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.107938, 0.082671, 0.072221, 0.072156, 0.065967, 0.051772, 0.043608, 0.042295, 0.042005, 0.030903, 0.030729",OTU463,
B12_Otu467,B12,Otu467,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,"Dothideaceae,Dothioraceae",Dothidea,"Dothidea,Dothiora,Delphinella,Sydowia,Neocylindroseptoria,Stylodothis","Delphinella_strobiligena,Sydowia_polyspora,Dothiora_ceratoniae,Neocylindroseptoria_pistaciae,Stylodothis_puccinioides,Dothidea_ribesia,Dothidea_sambuci,Dothidea_hippophaeos,Dothidea_insculpta,Dothiora_cannabinae","0.381746, 0.206288, 0.163111, 0.110221, 0.100303",OTU858,
B12_Otu477,B12,Otu477,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,unclassified,"unclassified,Venturiales",unclassified,"unclassified,Venturiaceae",Tyrannosorus,"Tyrannosorus,Caproventuria","Tyrannosorus_pinicola,Caproventuria_hanliniana","0.096346, 0.096178, 0.093718, 0.062234, 0.050010, 0.049679, 0.047271, 0.046922, 0.046922, 0.046922, 0.020787",OTU637,
B12_Otu545,B12,Otu545,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",Cladosporiaceae,"Cladosporiaceae,unclassified,Davidiellaceae",Cladosporium,"Cladosporium,unclassified,Rachicladosporium","Cladosporium_fusiforme,Cladosporium_sphaerospermum,Dothideomycetes_sp_TRN43,Cladosporium_cladosporioides,Rachicladosporium_inconspicuum_1,Rachicladosporium_mcmurdoi,Rachicladosporium_inconspicuum,Davidiellaceae_sp_AN1,Dothideomycetes_sp_TRN44,Dothideomycetes_sp_TRN42,Cladosporium_allicinum","0.238208, 0.122070, 0.096766, 0.094535, 0.049836, 0.044343, 0.040878, 0.039194, 0.016886, 0.016500, 0.016398",OTU573,
B12_Otu566,B12,Otu566,Ascomycota,Ascomycota,Taphrinomycetes,Taphrinomycetes,Taphrinales,Taphrinales,Taphrinaceae,"Taphrinaceae,Protomycetaceae",Taphrina,"Taphrina,Protomyces","Protomyces_inouyei,Taphrina_communis,Taphrina_deformans,Taphrina_wiesneri","0.309709, 0.071241, 0.060275, 0.058134, 0.039089, 0.035376, 0.035104, 0.032972, 0.030485, 0.028902, 0.016809",OTU706,
B12_Otu579,B12,Otu579,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Phyllostictaceae,"Phyllostictaceae,Botryosphaeriaceae,Aplosporellaceae",Phyllosticta,"Phyllosticta,Lasiodiplodia,Aplosporella,Guignardia","Phyllosticta_abieticola,Lasiodiplodia_parva,Lasiodiplodia_pseudotheobromae,Aplosporella_prunicola,Phyllosticta_ampelicida,Lasiodiplodia_theobromae,Guignardia_gaultheriae,Phyllosticta_beaumarisii,Phyllosticta_philoprina,Phyllosticta_capitalensis,Phyllosticta_elongata","0.524942, 0.221348, 0.146237, 0.055143, 0.051182",OTU19,
B12_Otu67,B12,Otu67,Ascomycota,Ascomycota,Arthoniomycetes,Arthoniomycetes,Arthoniales,Arthoniales,Roccellaceae,"Roccellaceae,Roccellographaceae,Chrysotrichaceae,Lecanographaceae",Roccella,"Roccella,Combea,Roccellographa,Simonyella,Opegrapha,Chrysothrix,Alyxoria","Roccella_montagnei,Roccella_fuciformis,Roccella_canariensis,Combea_mollusca,Roccellographa_cretacea,Simonyella_variegata,Roccella_tuberculata,Roccella_boergesenii,Opegrapha_dolomitica,Chrysothrix_caesia,Alyxoria_varia","0.060920, 0.059677, 0.057044, 0.056976, 0.056976, 0.056976, 0.056976, 0.056976, 0.056358, 0.053641, 0.053599",OTU903,
B12_Otu684,B12,Otu684,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Celerioriella,"Celerioriella,Dolabra,Neophaeomoniella,Minutiella,Aequabiliella","Dolabra_nepheliae,Neophaeomoniella_zymoides,Minutiella_tardicola,Celerioriella_prunicola,Aequabiliella_effusa,Celerioriella_dura","0.587070, 0.151615, 0.068628, 0.068243, 0.050231, 0.014780, 0.013270",OTU513,
B12_Otu71,B12,Otu71,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Planistromellaceae,"Planistromellaceae,Saccharataceae,Phyllostictaceae,Aplosporellaceae,Septorioideaceae",Kellermania,"Kellermania,Saccharata,Phyllosticta,Aplosporella,Septorioides","Kellermania_confusa,Kellermania_dasylirionicola,Aplosporella_prunicola,Phyllosticta_capitalensis,Phyllosticta_ampelicida,Saccharata_kirstenboschensis,Kellermania_nolinifoliorum,Kellermania_micranthae,Saccharata_hawaiiensis,Saccharata_capensis,Septorioides_pini-thunbergii","0.163462, 0.153010, 0.141716, 0.105592, 0.016524, 0.016470, 0.013689, 0.013505, 0.012837, 0.012797, 0.012571",OTU649,
